Code,Prefecture,Municipality,A1101,A110101,A110102,A1102,A110201,A110202,A1301,A130101,A130102,A1302,A130201,A130202,A1303,A130301,A130302,A1419,A141901,A141902,A1700,A4101,A4200,A5101,A5102,A7101,A710101,A710201,A810102,A810105,A811102,A8201,A8301,A9101,A9201,B1101,B1103,C2107,C210703,C210708,C210709,C210710,C210711,C210712,C210713,C210716,C210717,C210718,C210719,C210720,C210721,C210722,C210723,C210724,C210725,C2110,C2111,C2112,C2207,C220703,C220708,C220709,C220710,C220711,C220712,C220713,C220716,C220717,C220718,C220719,C220720,C220721,C220722,C220723,C220724,C220725,C2210,C2211,C2212,D2203,D2211,D3201,D320101,D3203,D320303,D320308,D320310,D320311,E1101,E1501,E2101,E2401,E2501,E3101,E3401,E3501,E4101,E4501,G1201,G1401,H5507,H550701,H6130,H6131,H6132,I510120,I5102,I5103,I6100,I6200,I6300,J2503,J2506
R25210,é†âÍåß,ñÏèFés,49889,24644,25245,49098,24304,24794,7318,3832,3486,29963,15028,14935,11956,5436,6520,5080,2094,2986,332,493,421,1712,1751,18143,18129,49446,11063,4391,4128,2209,1218,272,75,8014,4810,1943,11,177,209,2,12,57,434,22,139,82,180,138,101,157,10,194,15,12,388,1543,25751,145,957,9811,73,47,1429,3803,182,318,489,1471,901,1353,3141,95,1148,370,151,10780,14820,83.8,12.7,24803697,9358236,24260197,7359181,1946204,2412231,0,8,895,6,189,3065,3,100,1379,1,473,0,2,50789,855,335,147,6,2,41,20,85,21,80,10,945
R25211,é†âÍåß,åŒìÏés,54289,28117,26172,52206,27066,25140,7588,3938,3650,34727,18457,16270,11576,5444,6132,4607,1906,2701,1975,474,427,1853,1830,21286,21257,53442,12544,6504,4283,2264,1406,282,102,7040,3381,2028,10,203,304,4,6,122,429,21,105,64,190,152,101,159,11,136,9,10,509,1509,27831,268,881,11167,32,17,2298,3998,259,344,272,1295,613,1198,2765,245,1917,243,268,12067,15496,94.7,11.5,20911069,8360712,20450722,6550623,1630268,4135584,2534,5,645,9,212,2954,4,112,1496,2,1151,0,2,54872,1783,325,150,7,2,34,19,40,22,62,12,1158
R25212,é†âÍåß,çÇìáés,50025,24460,25565,49607,24265,25342,5861,3060,2801,28055,14235,13820,16018,7107,8911,8328,3314,5014,377,311,599,1068,1483,18149,18087,48426,10756,4186,5051,2868,2156,216,82,69305,11809,2876,21,374,479,3,11,54,649,23,46,88,322,201,113,182,25,244,36,25,854,1997,22091,224,1731,4922,39,16,507,3876,263,195,300,1900,946,1040,3284,282,1029,1469,289,6656,15146,89.6,11.3,29015503,5701069,27649088,7457149,2559650,2581027,113305,4,119,13,207,2395,6,118,1279,2,1328,5,6,51217,4474,534,209,5,3,38,19,78,26,79,13,1000
R25213,é†âÍåß,ìåãﬂç]és,114180,56601,57579,111678,55282,56396,16495,8511,7984,69096,35461,33635,28095,12324,15771,13745,5218,8527,2276,972,1118,2952,3063,40691,40584,112315,22765,10573,8336,4303,3339,590,205,38837,16489,4853,45,644,575,4,28,132,1110,47,158,121,461,366,226,363,42,483,47,45,1220,3588,50445,726,2900,16634,169,190,2360,8217,652,508,589,3120,1466,1800,6486,744,2732,1145,726,19541,30178,85.5,7.7,51488609,16868197,49693566,15249382,3128498,9016419,67348,15,1153,22,475,6640,10,254,3430,4,2404,13,7,115379,5480,882,365,15,7,71,40,175,57,156,18,2055
R25214,é†âÍåß,ïƒå¥és,38719,18825,19894,38324,18671,19653,5229,2706,2523,22646,11386,11260,10706,4651,6055,5671,2203,3468,329,287,457,924,962,13236,13221,38339,7757,2728,3271,1724,1223,178,43,25039,6547,1599,16,196,237,3,10,49,316,15,53,44,119,109,61,111,17,213,27,18,434,1147,16158,322,867,5154,24,150,1237,2088,121,174,728,964,372,736,1497,187,981,519,353,6027,9778,84.2,4.5,20676738,6190385,19719685,6721451,1979545,2746470,0,2,163,10,153,2074,7,116,1179,2,1193,4,2,39893,490,256,68,5,0,24,14,22,25,34,9,913
R25383,é†âÍåß,ì˙ñÏí¨,21873,10884,10989,21494,10687,10807,2835,1431,1404,12840,6688,6152,6088,2679,3409,3161,1188,1973,301,158,265,532,711,7728,7720,21493,4114,1993,1778,894,596,93,33,11760,5636,1008,11,172,147,2,1,30,209,8,20,26,65,72,50,57,13,112,12,11,320,677,11498,129,548,4575,10,1,424,1449,123,66,140,457,446,233,1812,154,641,287,129,5126,6243,87,4.8,8648737,3317531,8220230,2886216,721209,1423061,5464,5,282,5,93,1134,1,37,563,1,473,8,1,22156,3000,168,38,3,1,13,8,35,12,39,5,417
R25384,é†âÍåß,ó≥â§í¨,12434,6516,5918,12300,6435,5865,1667,880,787,7788,4287,3501,2970,1341,1629,1429,548,881,132,86,113,375,493,4266,4247,12235,2068,1224,787,384,192,53,15,4455,2953,724,11,83,75,1,4,16,273,7,6,16,64,28,24,33,4,73,6,11,158,555,12619,156,509,7328,7,19,398,2073,47,27,34,705,246,136,514,47,262,111,156,7837,4626,103.6,11.6,6540550,2887501,6280917,1471975,1333420,723567,79014,2,197,2,47,699,1,24,331,0,0,1,1,12443,1102,251,43,3,0,8,5,10,5,13,2,201
R25425,é†âÍåß,à§ëëí¨,20778,10325,10453,20186,10008,10178,3642,1862,1780,12570,6441,6129,4487,1972,2515,2225,845,1380,584,200,199,697,703,7209,7200,20609,4046,1824,1257,608,518,98,30,3797,2859,873,4,111,160,0,4,40,191,9,20,15,62,53,29,49,8,109,8,5,271,597,10262,35,505,4717,0,23,541,1887,136,51,58,376,213,376,663,73,438,156,49,5222,4991,91.3,4.6,10360447,2956777,9763710,3554567,1212201,1188402,0,2,430,4,95,1433,2,51,643,1,337,1,2,21189,582,150,44,5,0,10,8,9,12,26,6,504
R25441,é†âÍåß,ñLãΩí¨,7422,3595,3827,7304,3540,3764,1156,561,595,4273,2171,2102,1959,848,1111,953,346,607,101,56,76,248,254,2606,2586,7103,1442,690,549,253,263,35,13,780,780,328,4,52,41,1,0,14,84,5,6,4,23,16,10,19,4,41,4,4,93,231,3296,47,200,463,4,0,285,719,31,60,30,215,80,126,762,29,142,103,47,663,2586,87.7,1.6,3989032,948642,3656118,1154596,348032,704345,0,1,121,2,41,476,1,24,217,0,0,1,1,7386,456,67,14,2,1,4,1,28,2,26,2,167
R25442,é†âÍåß,çbó«í¨,7039,3367,3672,6992,3346,3646,926,481,445,4009,1992,2017,2098,891,1207,1024,369,655,43,42,112,100,185,2310,2307,7027,1257,415,625,297,240,26,11,1363,1188,349,3,96,50,1,1,7,65,2,1,3,11,20,9,18,2,55,5,3,146,200,3170,35,317,1371,9,9,36,282,19,1,12,88,49,243,213,24,388,74,35,1688,1447,92.8,11.2,3886578,821644,3703314,1331155,313892,392659,0,2,54,2,39,391,1,25,208,0,0,2,1,7301,747,50,5,0,0,2,1,3,1,0,2,181
R25443,é†âÍåß,ëΩâÍí¨,7355,3493,3862,7326,3486,3840,958,489,469,3968,1959,2009,2427,1045,1382,1299,465,834,29,43,117,176,176,2421,2417,7179,1450,424,742,398,267,34,8,13577,1976,442,9,71,76,1,2,18,80,3,7,9,31,21,13,20,5,68,6,10,148,284,6191,77,249,2810,7,25,507,406,29,39,103,580,89,114,402,36,628,75,84,3067,3040,84.1,4,4727270,1876612,4429380,1208725,514146,806210,0,2,44,2,34,398,1,19,227,0,0,1,1,7669,857,69,21,0,0,6,1,4,1,23,0,0
R26100,ãûìsï{,ãûìsés,1475183,699748,775435,1412924,670798,742126,162141,82924,79217,886422,432209,454213,381132,160694,220438,180860,68636,112224,34608,10921,13966,67362,66772,705874,705142,1447317,339598,319562,137840,70016,86310,7511,2460,82783,21762,75282,75,4473,8252,61,796,1249,19804,1017,6169,3179,10963,5560,2501,5344,286,5192,356,78,12727,62477,788170,1085,29619,94934,3111,12658,35995,169548,21021,23954,21467,96348,29838,61804,100107,3324,61274,22056,1106,124559,662505,99,15.2,732271931,252959966,727053787,293576270,73708820,67498159,1869547,119,14415,184,4168,66922,101,2705,36980,54,43466,0,20,1474570,11640,14329,9670,245,99,1592,827,6427,1228,4043,234,25860
R26201,ãûìsï{,ïüíméRés,78935,39156,39779,77894,38686,39208,10917,5595,5322,44673,23522,21151,22787,9652,13135,11857,4455,7402,729,718,1009,2635,2836,32170,32065,75879,18216,10357,7466,4401,4021,427,94,55254,13449,4178,24,461,305,7,33,80,1075,68,199,162,503,359,156,299,41,357,43,25,771,3382,42767,313,3031,7566,285,208,2484,7616,706,636,784,3054,1419,2036,5947,496,3964,2182,315,10635,31817,93.5,10.6,43997192,11615991,43005022,13715272,3214918,3057876,1758434,4,489,23,346,4345,11,218,2329,7,3684,9,4,80076,3435,774,420,16,5,77,38,192,44,150,28,2434
R26202,ãûìsï{,ïëíﬂés,83990,41694,42296,82967,41259,41708,11276,5735,5541,46768,24869,21899,25428,10775,14653,12788,4875,7913,789,647,1022,3306,3929,34709,34619,80510,19967,11347,8920,5032,4712,398,156,34212,7255,3945,15,377,249,15,18,73,1063,77,122,101,610,404,159,266,33,307,51,20,626,3299,36141,194,2456,3862,458,70,1397,6638,791,465,478,3076,1366,2418,5575,488,2146,4166,291,6318,29532,93.5,10.1,35248052,12531648,34825146,12472380,4272434,2647120,16777,14,1274,18,333,4526,7,189,2377,4,1951,7,5,86036,13689,828,493,8,7,62,33,178,53,155,15,1603
R26203,ãûìsï{,àªïîés,33821,16197,17624,33494,16057,17437,3910,2029,1881,17349,8829,8520,12448,5270,7178,6841,2552,4289,258,200,548,791,920,13766,13734,32856,7915,4087,4093,2443,2205,114,47,34710,8095,1659,22,168,204,7,7,38,387,16,39,50,211,151,67,126,24,122,20,22,372,1265,16119,239,862,4493,60,55,641,2386,176,134,389,948,621,550,2879,335,902,449,239,5355,10525,87.7,12.1,16795436,4282786,16752439,5351517,1259070,1679509,410347,3,32,10,175,1620,6,108,879,2,923,13,1,35016,11398,318,169,4,3,26,14,68,21,50,6,608
R26204,ãûìsï{,âFé°és,184678,89014,95664,180950,87401,93549,24236,12593,11643,107970,52844,55126,49549,22150,27399,21281,9014,12267,2106,1288,1643,5292,5976,73317,73218,181186,48354,19695,20033,10876,7698,715,323,6754,3389,5910,6,534,672,11,38,75,1283,77,391,190,715,605,346,583,21,320,42,6,1207,4697,66560,256,2676,13903,215,553,2188,11578,906,1160,789,4843,3211,5116,11842,424,3571,3317,256,16591,49713,94.8,2.1,60686492,23326080,60283867,27541828,7376134,5517055,127213,13,1934,22,588,10313,11,370,5452,6,4907,5,3,189798,6182,1047,631,32,10,137,82,462,118,341,25,3921
R26205,ãûìsï{,ã{í√és,18426,8726,9700,18316,8696,9620,1870,968,902,9186,4728,4458,7362,3024,4338,4161,1511,2650,105,83,346,501,616,7738,7710,17724,4349,2403,2397,1403,1360,55,27,17274,3402,1394,7,149,103,7,7,29,373,20,36,31,201,109,67,90,15,108,38,10,253,1131,9958,79,891,696,118,15,659,1959,295,232,259,1316,414,551,1269,184,488,447,161,1591,8206,96,16.1,11361650,2569431,11265332,3287475,1074861,795265,0,4,106,6,101,791,4,54,313,3,1101,11,1,19170,6660,295,122,1,1,23,8,27,9,18,8,362
R26206,ãûìsï{,ãTâ™és,89479,43267,46212,88163,42661,45502,11845,6121,5724,53179,26041,27138,23457,10577,12880,9969,4029,5940,662,602,797,2076,2423,33915,33863,88114,22307,8049,8872,4879,3229,322,144,22480,7178,3224,23,369,369,6,11,49,759,34,181,90,292,283,163,263,25,280,26,24,738,2462,30393,309,1625,5287,136,33,1262,6302,411,504,425,2498,1618,1890,4756,573,1759,993,321,6912,23160,96.5,11.3,35206926,9899979,34752918,12570675,3603814,3370459,218846,5,799,18,359,4842,8,212,2497,2,1443,3,6,91092,9496,637,244,15,5,58,35,109,47,105,14,2177
R26207,ãûìsï{,èÈózés,76869,36952,39917,76242,36615,39627,9311,4774,4537,43399,21151,22248,23922,10853,13069,9557,4030,5527,488,493,718,1789,2169,29884,29837,75169,20676,6796,9756,5424,3360,308,112,3271,2253,2601,5,223,267,1,13,31,623,30,196,86,246,277,145,280,12,138,19,5,499,2097,24289,57,933,4724,51,62,547,4548,289,501,331,1884,1517,1393,5406,221,929,815,57,5738,18494,97,9.5,26695365,8675689,26603807,10690830,3087088,2657791,0,7,880,10,235,3809,5,157,1925,2,1894,3,1,78273,2013,508,201,9,5,58,31,129,31,105,10,1580
R26208,ãûìsï{,å¸ì˙és,53380,25387,27993,52895,25148,27747,7429,3789,3640,31453,15240,16213,14320,6257,8063,6132,2490,3642,400,470,488,2692,1800,21356,21345,52882,14564,5433,5782,3020,2578,267,87,772,680,1886,2,176,141,4,15,31,405,15,212,80,195,199,108,178,8,103,14,2,317,1567,15559,6,738,2268,38,137,746,3243,227,530,335,1279,934,1037,2552,273,668,548,6,3006,12547,94,2.5,18054930,7320118,17237938,7970330,1485516,2005170,0,3,671,7,211,3497,3,100,1474,2,1432,6,1,54513,194,320,174,6,1,45,27,60,36,87,8,1142
R26209,ãûìsï{,í∑â™ãûés,80090,38789,41301,79390,38459,40931,11242,5690,5552,47839,23619,24220,20546,9162,11384,9009,3785,5224,512,709,689,3022,2974,32491,32449,78755,21525,9058,8235,4528,3365,390,92,1917,1125,2762,1,222,185,6,19,56,536,35,290,109,335,278,182,335,12,148,13,1,407,2354,32613,8,1087,7508,113,243,1450,4237,439,831,3789,1938,1154,1902,5839,155,1326,594,8,8595,24010,86.8,1.1,30100296,13219650,29030491,11473676,2434356,4629051,0,5,1286,10,280,4518,5,190,2751,3,2345,1,1,80658,183,429,273,8,4,75,40,175,65,154,11,1503
R26210,ãûìsï{,î™î¶és,72664,35212,37452,71936,34822,37114,9485,4837,4648,42516,20977,21539,20507,9319,11188,8246,3504,4742,656,493,686,1988,2277,29259,29238,71975,19584,7509,8252,4529,3576,283,157,2435,2270,2027,5,149,234,4,9,138,532,17,126,42,181,167,83,164,9,153,14,5,383,1639,23053,29,866,3991,93,21,3129,5248,174,446,169,1678,961,1099,3259,251,987,652,29,4857,18167,94.7,0,27613005,9351931,26998402,12636027,2472482,2929407,10092,6,617,8,227,3757,4,140,1753,2,745,4,2,72691,748,374,156,11,4,38,27,89,40,89,11,1205
R26211,ãûìsï{,ãûìcï”és,70835,34728,36107,69195,33867,35328,10572,5401,5171,43750,21805,21945,15943,7159,8784,6560,2724,3836,684,571,534,2802,2155,29693,29660,69558,17201,10652,6268,3597,2220,223,90,4292,2982,2090,4,156,174,3,25,45,418,34,231,81,206,169,152,210,10,153,19,4,330,1756,25930,12,965,4708,45,118,1518,3995,343,726,444,2273,1009,3088,4494,318,1216,658,12,5673,20245,92.4,4.6,24942713,10449844,23981979,9200005,2412733,3750998,0,10,1008,9,250,4389,4,136,2215,2,1768,43,3,67317,1491,336,168,9,3,53,28,122,41,180,7,1056
R26212,ãûìsï{,ãûíOå„és,55054,26353,28701,54711,26268,28443,6700,3408,3292,28907,14788,14119,19421,8140,11281,10571,3967,6604,339,371,841,850,1283,20469,20425,53775,11626,4881,5983,3203,2795,192,83,50143,12213,4511,31,395,1471,3,14,50,818,41,67,75,486,281,131,230,35,327,47,37,1869,2605,26209,314,1768,6427,34,59,472,4299,436,219,279,3025,850,1085,4343,370,1054,1014,458,8212,17539,87.2,12,35783648,5073357,34362648,9400781,2525174,3160395,46290,6,185,19,286,2731,6,149,1616,5,1513,7,6,57783,26170,671,252,6,4,33,19,75,30,61,16,1377
R26213,ãûìsï{,ìÏíOés,33145,16057,17088,32783,15863,16920,3551,1850,1701,18240,9360,8880,10957,4579,6378,6162,2292,3870,204,215,462,1147,1121,12783,12731,31484,6558,4165,3242,1778,1481,123,47,61640,7439,1585,23,208,195,4,2,24,344,11,66,42,135,112,67,143,21,148,39,24,403,1158,15152,265,933,3487,41,25,368,1727,144,136,258,845,469,1540,3291,286,677,657,268,4420,10464,90.8,13.3,24538730,4195289,23763602,5621323,2511233,2441424,386172,3,266,7,143,1435,6,115,862,5,1231,2,4,33004,3586,302,78,2,3,35,12,138,20,69,9,668
R26214,ãûìsï{,ñÿí√êÏés,72840,34805,38035,72165,34484,37681,12532,6448,6084,43272,20680,22592,16648,7537,9111,6823,2742,4081,391,672,600,3105,2288,26656,26624,72098,19132,5262,6514,3776,2132,294,117,8513,5240,1997,5,188,170,5,8,23,516,23,95,87,193,173,142,199,12,137,21,5,358,1634,18092,22,989,1653,62,35,444,4205,262,308,1050,1592,685,1585,3358,329,762,751,22,2642,15428,96.1,11.6,30575817,9234138,29973710,9984292,2103190,5382249,38799,4,580,14,346,5671,5,147,2275,2,1825,3,3,73926,3529,442,166,8,1,59,24,107,36,123,15,2122
R26303,ãûìsï{,ëÂéRçËí¨,15181,7385,7796,15069,7323,7746,2138,1105,1033,8895,4417,4478,4112,1836,2276,1903,825,1078,98,146,110,750,613,5993,5987,15103,4255,1358,1742,997,629,94,22,597,409,438,0,42,32,3,3,15,97,4,48,15,43,30,22,36,4,37,7,0,74,364,5911,0,197,2698,38,139,450,572,13,83,63,390,74,187,437,117,274,179,0,2895,3016,96,7.1,5483298,2505019,5400540,1885762,399597,624284,1348,1,151,2,58,903,1,30,380,0,0,1,0,15527,38,74,31,0,0,7,7,7,9,8,3,360
R26322,ãûìsï{,ãvå‰éRí¨,15805,7699,8106,15252,7442,7810,2022,1040,982,8883,4424,4459,4510,2044,2466,1866,793,1073,282,118,153,538,634,6216,6212,15605,3762,1757,1651,835,716,83,27,1386,1363,1635,8,122,562,2,3,122,338,14,63,18,113,60,30,48,4,121,7,8,684,943,25446,126,962,9035,10,22,5700,4019,118,242,129,1097,721,414,1337,49,1247,218,126,9997,15323,89.9,1.1,6961979,4552949,6689011,2120759,604198,955909,0,3,102,3,57,846,1,35,440,1,952,1,1,16383,567,216,94,4,1,7,6,12,13,21,3,382
R26343,ãûìsï{,à‰éËí¨,7910,3840,4070,7855,3817,4038,858,454,404,4585,2326,2259,2462,1057,1405,1203,460,743,55,34,95,141,267,3059,3058,7816,1883,797,884,469,400,25,19,1804,689,361,2,65,58,2,0,9,67,3,47,5,15,20,7,25,3,26,6,2,124,235,5129,16,431,1057,13,0,262,1985,32,78,9,104,313,139,393,21,146,122,16,1496,3617,80.7,-1.2,4515825,894683,4103109,1143203,771232,293932,23488,0,0,3,39,328,1,22,156,0,0,0,1,7827,551,55,11,0,0,4,1,2,1,1,3,191
R26344,ãûìsï{,âFé°ìcå¥í¨,9319,4647,4672,9172,4543,4629,1196,609,587,5632,2912,2720,2488,1124,1364,1125,463,662,142,52,93,217,299,3232,3228,9232,2081,611,857,462,289,28,23,5816,1438,456,4,55,110,3,0,12,115,3,19,8,23,28,7,20,5,37,7,4,165,287,5630,29,168,2825,33,0,269,928,26,145,32,110,240,105,331,38,226,125,29,2993,2608,90.4,6,4703957,1586332,4513526,1192718,838418,481995,69670,1,25,2,37,453,1,26,288,0,0,0,1,9649,1287,86,16,2,0,4,3,3,5,12,1,201
R26364,ãûìsï{,ä}íuí¨,1368,644,724,1363,643,720,63,30,33,678,334,344,627,280,347,344,141,203,5,2,30,26,34,573,573,1368,327,158,212,123,115,4,1,2352,471,99,2,12,10,1,0,2,21,1,6,2,10,8,0,7,1,11,5,2,22,75,525,6,55,72,3,0,15,81,1,8,2,66,59,0,67,5,33,52,6,127,392,88.6,8.5,1474979,158397,1364364,337324,111326,66234,3287,0,0,1,11,24,0,0,0,0,0,1,0,1485,717,21,5,0,0,1,1,1,1,1,1,22
R26365,ãûìsï{,òaë©í¨,3956,1846,2110,3946,1841,2105,328,165,163,2022,970,1052,1606,711,895,792,309,483,10,18,58,81,103,1445,1444,3906,802,304,507,288,216,15,6,6493,1700,144,3,25,26,3,0,2,31,2,0,0,5,10,5,9,2,15,6,3,51,90,992,7,99,243,6,0,21,159,7,0,0,20,70,49,159,23,46,83,7,342,643,87.4,12.9,3859201,377844,3735095,775342,564363,186094,20886,0,0,1,15,128,1,14,92,0,0,0,0,4557,1192,27,3,0,0,4,1,3,1,1,1,100
R26366,ãûìsï{,ê∏âÿí¨,36376,17390,18986,36176,17304,18872,5830,2971,2859,22705,10829,11876,7838,3588,4250,3159,1324,1835,198,258,259,1145,1188,12775,12767,36026,9564,2061,3062,1759,868,130,41,2568,1919,938,4,79,56,6,18,13,220,14,44,65,83,73,77,102,5,70,8,4,136,798,10863,27,399,1025,108,122,329,1938,107,99,1055,686,431,1186,2006,45,832,463,27,1429,9407,92,14.1,14644506,5388287,14510433,4179226,1557243,2565443,0,3,864,5,134,2356,3,85,1222,1,596,0,1,37530,1070,181,71,6,2,27,19,45,28,75,5,818
R26367,ãûìsï{,ìÏéRèÈë∫,2652,1256,1396,2626,1243,1383,175,93,82,1353,669,684,1105,481,624,543,215,328,12,12,36,71,93,1068,1068,2652,603,257,358,230,179,12,4,6411,1800,99,2,12,8,1,0,3,17,1,0,1,13,7,6,6,4,12,5,2,21,76,728,27,37,61,8,0,7,117,1,0,3,147,42,59,73,30,50,63,27,101,600,91.7,9.6,2686617,308727,2588917,414724,139159,163084,40348,0,0,1,13,88,1,14,59,0,0,1,0,2931,308,16,7,1,0,1,2,1,2,0,1,44
R26407,ãûìsï{,ãûíOîgí¨,14453,6817,7636,14341,6781,7560,1389,676,713,7283,3659,3624,5769,2472,3297,3182,1231,1951,110,72,249,293,470,5448,5434,14064,3061,1309,1795,1045,854,45,20,30309,5225,783,18,116,96,2,3,13,171,6,13,20,75,68,35,44,11,70,21,18,213,552,6015,278,464,1488,21,8,162,1034,44,31,51,361,424,297,782,84,247,235,278,1956,3781,83.9,14,11974501,1842752,11461740,2363182,1117023,857644,169922,1,53,5,69,580,3,46,346,1,206,6,0,15305,1811,141,53,2,2,6,7,15,9,12,3,237
R26463,ãûìsï{,à…ç™í¨,2110,1006,1104,2105,1005,1100,162,88,74,971,531,440,977,387,590,605,216,389,5,12,63,75,75,873,871,2065,421,254,297,175,164,12,0,6195,1080,155,2,22,17,1,0,4,35,3,1,0,22,6,5,15,4,8,8,4,39,112,786,4,60,78,2,0,17,120,10,7,0,135,11,59,134,17,13,77,46,138,602,83.8,7.6,3509978,164114,3323295,461949,369912,447771,1080,0,0,2,21,55,1,13,39,1,39,5,0,2245,726,33,6,0,0,3,1,0,0,0,2,45
R26465,ãûìsï{,ó^é”ñÏí¨,21834,10357,11477,21715,10316,11399,2688,1387,1301,11610,5780,5830,7498,3159,4339,4013,1486,2527,101,150,335,487,617,8140,8120,21376,4732,1883,2379,1262,1059,73,23,10838,2556,1736,8,167,716,2,2,11,321,11,30,34,91,94,64,94,12,70,9,8,883,845,9077,96,723,2523,19,9,179,1564,78,76,99,431,342,645,1509,94,470,220,96,3246,5735,90.1,14,12725261,1830704,12460632,3179296,1360999,1978135,3664,2,37,9,120,1114,3,67,698,1,354,23,3,22779,6181,281,73,1,1,17,8,69,10,33,8,393
R27100,ëÂç„ï{,ëÂç„és,2691185,1302562,1388623,2497380,1205611,1291769,295298,151063,144235,1682798,837700,845098,668698,289561,379137,317893,120287,197606,79568,22099,27815,154352,144878,1354793,1352413,2649619,608983,657205,223138,108394,201070,17757,5991,22521,22521,191854,56,9431,18467,102,4895,4513,52474,3111,17001,12593,28429,11739,4369,12860,453,11048,303,57,27907,163890,2354657,548,124385,228246,11321,132822,114431,546629,83751,86610,102810,224307,84645,71855,208945,12337,272468,48504,555,352667,2001435,97.6,9.2,1631983048,660087637,1630072763,711758020,184109713,126791293,0,182,26233,302,7418,117165,155,4680,63466,90,81006,0,25,2679962,71,28451,26145,556,183,3403,2261,9182,2964,10336,349,39264
R27140,ëÂç„ï{,ç‰és,839310,402379,436931,822849,394495,428354,112964,57789,55175,495966,244243,251723,224064,96806,127258,99194,39314,59880,10589,6844,7951,31901,33107,350301,349878,822035,216563,110797,84659,45167,46134,4135,1633,14982,14580,30128,21,2477,3220,28,157,1196,6991,380,2075,968,3894,2542,1161,3100,138,1716,64,21,5697,24410,337160,179,19752,60508,1665,1359,20067,64309,5885,7377,6205,30255,13207,17713,57930,2122,21022,7605,179,80260,256721,96.9,5.5,362838817,132632327,359595460,164509580,56992156,31115026,0,52,10222,95,2659,46312,47,1624,23131,23,21194,8,12,846388,11124,5084,3430,112,41,722,465,1909,619,1606,111,14164
R27202,ëÂç„ï{,ä›òaìcés,194911,93160,101751,192805,92186,100619,26903,13817,13086,117058,57399,59659,50357,21603,28754,23298,8986,14312,1644,1483,1956,4065,4960,75247,75138,190697,47637,20347,18019,9410,9254,926,406,7268,5312,7727,11,662,831,7,27,183,1975,116,568,221,926,660,349,696,44,406,42,12,1495,6220,70742,54,4000,10497,327,138,3751,14275,1682,2499,1323,6813,3512,3193,12961,435,3513,1707,97,14516,56129,98.5,12.4,76183240,24265341,75788645,36433370,6029742,7744454,24869,26,1805,24,654,10865,11,386,5737,5,4651,14,6,199416,11271,1509,848,22,15,143,104,433,143,373,30,3709
R27203,ëÂç„ï{,ñLíÜés,395479,187319,208160,390645,185099,205546,53939,27585,26354,239768,116311,123457,99979,42327,57652,47041,18339,28702,3894,3487,3487,17835,17154,170325,170179,388846,105821,56403,38181,20386,22849,1965,667,3639,3637,13877,9,829,1295,12,110,306,2932,184,1631,411,1751,1242,691,1658,53,732,31,9,2124,11744,141041,57,6701,14939,840,2176,7946,26464,3719,5551,3104,13006,5778,12815,24789,663,9489,3004,57,21640,119344,90.8,7.4,146571626,67004888,143121964,70428251,9626329,16151127,0,26,5574,42,1274,21471,21,696,10267,9,10446,45,9,403260,93,2198,1571,47,18,416,250,836,314,1281,59,5028
R27204,ëÂç„ï{,írìcés,103069,49372,53697,101029,48469,52560,13229,6757,6472,62134,30610,31524,26342,11308,15034,12527,4988,7539,1133,747,819,4522,4243,45777,45730,101851,26544,16934,10346,5579,5328,446,161,2214,1660,3869,10,238,116,6,21,60,895,53,469,119,653,370,190,425,15,215,14,10,354,3505,42954,62,1440,9979,178,160,2204,6489,811,1459,969,4507,2417,2398,6291,94,1716,1780,62,11419,31473,93.9,4.4,34853589,16141688,34421932,13539742,2536808,5505959,0,11,1546,11,349,5791,6,214,3002,5,3872,1,3,102574,93,694,576,7,3,107,67,265,90,247,14,1220
R27205,ëÂç„ï{,êÅìcés,374468,180669,193799,368005,177687,190318,51299,26336,24963,232245,114723,117522,84369,35995,48374,38533,15101,23432,3974,3435,2762,19030,17158,168473,168363,368886,96298,65350,33096,17951,18324,1799,532,3609,3571,12139,6,879,477,17,202,248,3217,144,1425,537,1397,988,614,1306,42,613,27,6,1356,10777,151795,36,8278,8016,468,4520,6814,35796,2565,5391,6648,12852,7414,16735,24649,655,8768,2190,36,16294,135465,95.2,-1.5,122407656,63627866,121683648,56006014,12741762,14415337,0,33,7016,36,1146,20490,20,667,10463,8,8483,29,9,365587,1141,1731,1201,47,14,309,187,2289,665,1204,40,4704
R27206,ëÂç„ï{,êÚëÂí√és,75897,36207,39690,74686,35693,38993,10541,5360,5181,47014,23096,23918,18005,7581,10424,8073,2999,5074,990,605,630,2476,2876,31090,31048,74813,19339,9589,6716,3400,3797,378,156,1431,1431,3522,2,200,406,7,14,191,759,35,402,75,494,256,139,301,15,206,20,2,606,2914,31390,11,1232,4889,55,85,3920,7111,381,986,324,2811,1103,1184,3976,272,1997,1053,11,6121,25258,97.7,18.2,29434896,11309554,29094160,11950828,3780428,2650402,0,6,479,8,264,4227,3,143,2351,1,982,2,1,75970,1653,533,443,10,4,68,47,138,54,113,14,1466
